frame,rot_ke,trans_ke,effi
357,2.412777e-20,2.284756e-20,5.136265e+01,
358,2.415840e-20,2.170324e-20,5.267671e+01,
359,2.419027e-20,2.384676e-20,5.035755e+01,
360,2.422742e-20,2.242308e-20,5.193389e+01,
361,2.426109e-20,2.124204e-20,5.331741e+01,
362,2.429799e-20,2.138116e-20,5.319273e+01,
363,2.434024e-20,2.021583e-20,5.462834e+01,
364,2.438413e-20,1.647400e-20,5.968000e+01,
365,2.442918e-20,1.375980e-20,6.396918e+01,
366,2.447449e-20,1.400101e-20,6.361058e+01,
367,2.452379e-20,1.119359e-20,6.866067e+01,
368,2.457049e-20,9.946721e-21,7.118330e+01,
369,2.461606e-20,9.430006e-21,7.230221e+01,
370,2.466028e-20,9.261755e-21,7.269694e+01,
371,2.470311e-20,9.728061e-21,7.174636e+01,
372,2.474473e-20,9.746722e-21,7.174163e+01,
373,2.478469e-20,1.139227e-20,6.850959e+01,
374,2.482630e-20,1.234565e-20,6.678772e+01,
375,2.486282e-20,1.570303e-20,6.129002e+01,
376,2.490264e-20,1.538774e-20,6.180791e+01,
377,2.493854e-20,2.067090e-20,5.467846e+01,
378,2.498046e-20,2.241647e-20,5.270480e+01,
379,2.502188e-20,2.206080e-20,5.314456e+01,
380,2.505548e-20,2.147567e-20,5.384668e+01,
381,2.508329e-20,1.796112e-20,5.827304e+01,
382,2.510138e-20,2.176200e-20,5.356289e+01,
383,5.022800e-20,2.652099e-20,6.544451e+01,
384,5.025270e-20,2.546225e-20,6.637091e+01,
385,2.513247e-20,2.401572e-20,5.113611e+01,
386,2.513945e-20,2.386371e-20,5.130169e+01,
387,2.514804e-20,2.374344e-20,5.143645e+01,
388,2.515192e-20,2.342573e-20,5.177673e+01,
389,2.514997e-20,2.322699e-20,5.198749e+01,
390,2.514243e-20,1.916755e-20,5.674214e+01,
391,2.513267e-20,1.380418e-20,6.454726e+01,
392,2.512418e-20,1.248125e-20,6.680997e+01,
393,2.511400e-20,1.140313e-20,6.877321e+01,
394,2.509729e-20,8.294378e-21,7.516034e+01,
395,2.508301e-20,5.079422e-21,8.315977e+01,
396,2.507016e-20,3.727189e-21,8.705718e+01,
397,2.505824e-20,1.658494e-21,9.379230e+01,
398,2.504686e-20,1.570288e-21,9.410047e+01,
