frame,rot_ke,trans_ke,effi
206,3.562445e-20,3.513246e-20,5.034766e+01,
207,3.287187e-20,3.199470e-20,5.067613e+01,
208,3.013434e-20,2.983713e-20,5.024779e+01,
209,3.015228e-20,2.899183e-20,5.098104e+01,
210,2.468972e-20,2.441211e-20,5.028269e+01,
211,1.922322e-20,1.785199e-20,5.184925e+01,
212,1.375161e-20,1.296662e-20,5.146901e+01,
213,1.101946e-20,1.007900e-20,5.222875e+01,
214,1.103218e-20,1.047095e-20,5.130499e+01,
215,1.380845e-20,1.362745e-20,5.032985e+01,
216,1.659569e-20,1.657904e-20,5.002510e+01,
217,1.662184e-20,1.632423e-20,5.045166e+01,
218,1.665163e-20,1.843334e-20,4.746087e+01,
219,1.669856e-20,1.881537e-20,4.701974e+01,
220,1.396360e-20,1.929927e-20,4.197953e+01,
221,1.402417e-20,1.884902e-20,4.266143e+01,
222,1.408490e-20,2.231895e-20,3.869069e+01,
223,1.415602e-20,2.370155e-20,3.739284e+01,
224,1.139121e-20,2.169054e-20,3.443352e+01,
225,8.594743e-21,2.100540e-20,2.903616e+01,
226,1.153222e-20,2.415412e-20,3.231551e+01,
227,1.160840e-20,1.906163e-20,3.784933e+01,
228,8.754059e-21,1.728964e-20,3.361297e+01,
229,8.800688e-21,1.605632e-20,3.540525e+01,
230,8.843206e-21,1.164634e-20,4.315960e+01,
231,5.919463e-21,8.782168e-21,4.026399e+01,
232,8.906482e-21,7.406965e-21,5.459595e+01,
233,5.950149e-21,5.103281e-21,5.383079e+01,
234,5.953811e-21,5.811680e-21,5.060401e+01,
235,8.931132e-21,8.631899e-21,5.085188e+01,
236,8.922323e-21,9.507222e-21,4.841315e+01,
237,8.904173e-21,8.688235e-21,5.061372e+01,
238,8.881838e-21,1.118838e-20,4.425382e+01,
239,5.904245e-21,9.292933e-21,3.885093e+01,
240,5.886871e-21,6.828971e-21,4.629557e+01,
241,2.935079e-21,4.086611e-21,4.180018e+01,
242,2.926693e-21,1.530076e-21,6.566850e+01,
243,2.921226e-21,1.570357e-21,6.503778e+01,
244,2.916110e-21,1.582313e-21,6.482516e+01,
245,2.913082e-21,2.871176e-21,5.036225e+01,
246,5.823140e-21,4.267443e-21,5.770866e+01,
247,5.823557e-21,3.578599e-21,6.193853e+01,
248,5.824052e-21,5.405987e-21,5.186137e+01,
249,5.823925e-21,4.899386e-21,5.431088e+01,
250,2.911319e-21,2.762951e-21,5.130737e+01,
251,2.910639e-21,1.978257e-21,5.953572e+01,
252,2.909543e-21,2.633465e-21,5.249033e+01,
253,5.816614e-21,3.514687e-21,6.233444e+01,
254,5.811777e-21,5.590667e-21,5.096957e+01,
255,1.161956e-20,9.770503e-21,5.432224e+01,
256,1.161558e-20,1.014493e-20,5.337918e+01,
257,1.452239e-20,1.307895e-20,5.261481e+01,
258,1.452874e-20,1.276685e-20,5.322743e+01,
259,1.454131e-20,1.302435e-20,5.275153e+01,
260,1.164882e-20,1.207117e-20,4.910971e+01,
261,1.166593e-20,1.099335e-20,5.148411e+01,
262,1.461141e-20,1.545346e-20,4.859960e+01,
263,1.465133e-20,1.876446e-20,4.384553e+01,
264,1.764158e-20,2.017830e-20,4.664631e+01,
265,1.770740e-20,2.250728e-20,4.403217e+01,
266,2.074527e-20,2.536768e-20,4.498795e+01,
267,2.083921e-20,2.753470e-20,4.307944e+01,
268,1.795219e-20,2.685644e-20,4.006413e+01,
269,1.804716e-20,2.597333e-20,4.099718e+01,
270,1.511966e-20,2.419737e-20,3.845575e+01,
271,1.520157e-20,2.236321e-20,4.046760e+01,
272,1.222404e-20,1.908477e-20,3.904346e+01,
273,1.534922e-20,1.992818e-20,4.351008e+01,
274,1.541872e-20,1.953977e-20,4.410580e+01,
275,1.548027e-20,1.846242e-20,4.560708e+01,
276,1.863364e-20,1.837884e-20,5.034421e+01,
